Country_Name,Country_Code,Series_Name,Series_Code,[YR2005],[YR2006],[YR2007], [YR2008],[YR2009], [YR2010],[YR2011],[YR2012], [YR2013], [YR2014], [YR2015],[YR2016], [YR2017], [YR2018]
Moldova,MDA,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.333333333,4,4,4,3.666666667,3.666666667,3.666666667,3.833333333,4,4,4,4,4,4
Moldova,MDA,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,2.5,2.5
Moldova,MDA,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4.5,5,5,5,5,5,5,5,4.5,4.5,4.5,4.5,4.5,4.5
Moldova,MDA,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,4,4,4,3.5,3.5,3.5,4,4.5,4.5,4.5,4.5,4.5,4.5
Moldova,MDA,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.8,3.9,3.9,3.9,3.9,4,4.1,4.1,4,4,3.9,3.9,3.9,3.9
Moldova,MDA,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3.5,3.5,3.5,3.5,3.5,4,4,4,4,4,4,4,4,4
Moldova,MDA,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.2,3.2,3.4,3.5,3.4,3.4,3.5,3.5,3.6,3.5,3.4,3.4,3.4,3.4
Moldova,MDA,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3.5,3.5,4,4,4,4,4,4,4,4,4,4,4,4
Moldova,MDA,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3.5,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Moldova,MDA,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.666666667,3.5,3.833333333,3.8,3.833333333,3.833333333,3.833333333,3.833333333,3.833333333,3.66667,3.5,3.5,3.666666667,3.666666667
Moldova,MDA,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,3.5,3.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5
Moldova,MDA,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,3,3,3,3,3,3.5,3.5,3.5,3,2.5,2.5,2.5,2.5
Moldova,MDA,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.5,3.65,3.783333333,3.8,3.7,3.725,3.775,3.816666667,3.858333333,3.79167,3.7,3.7,3.741666667,3.741666667
Madagascar,MDG,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3.5,3.5,3.5,3.5,3.5
Madagascar,MDG,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,4,4,3.5,3.5,3,3,3,3,3,2.5,3,3,3
Madagascar,MDG,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3.5,3.5,4,4,4,4,4,4,4,4.5,4.5,4.5,4.5,4
Madagascar,MDG,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.333333333,3.5,3.666666667,3.8,3.666666667,3.5,3.5,3.5,3.5,3.666666667,3.66667,3.666666667,3.666666667,3.666666667
Madagascar,MDG,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Madagascar,MDG,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,4,4,4,4,4,3,3,3,3,3,3,3
Madagascar,MDG,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3.5,3.5,3.5,3,3,3,3,2.5,2.5,2.5,2.5,2.5,3,3
Madagascar,MDG,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3,3,3,3.5,3,3,3,3,3,3,3,3,3,3
Madagascar,MDG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4
Madagascar,MDG,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,4,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4
Madagascar,MDG,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.6,3.6,3.7,3.7,3.6,3.6,3.3,2.9,2.9,3.1,3.2,3.3,3.3,3.3
Madagascar,MDG,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,4,4,4,4,3.5,3.5,3.5,3,3,3,3,3,3,3
Madagascar,MDG,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Madagascar,MDG,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.4,3.4,3.5,3.6,3.3,3,2.8,2.6,2.5,2.6,2.7,2.8,2.8,2.8
Madagascar,MDG,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,3.5,3.5,3,2.5,2.5,2,2,2,2.5,3,3,3
Madagascar,MDG,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Madagascar,MDG,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,2.5,2,2,2.5,2.5,3,3,3
Madagascar,MDG,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.833333333,3.833333333,3.833333333,3.5,3.5,3.333333333,3.333333333,3.166666667,3.166666667,3.166666667,3,3.166666667,3.333333333,3.333333333
Madagascar,MDG,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Madagascar,MDG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3.5,3.5,2.5,2.5,2.5,2.5,2,2.5,2.5,2.5,2.5,2.5
Madagascar,MDG,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.541666667,3.583333333,3.675,3.7,3.516666667,3.358333333,3.233333333,3.041666667,3.016666667,3.133333333,3.14167,3.233333333,3.275,3.275
Maldives,MDV,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,4,4,4,4,3.5,4,4,4,4,4,4,4.5,4.5,4.5
Maldives,MDV,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5,3.5
Maldives,MDV,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4.5,3.5,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Maldives,MDV,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.833333333,3,2.833333333,2.5,2.5,2.333333333,2.333333333,2.166666667,2.166666667,2.33333,2.33333,2.5,2.666666667,2.666666667
Maldives,MDV,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,4,4,4.5,4,4,4,4,4,4,4,4
Maldives,MDV,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,4,4,4,4,4,4,3.5,3,3,3,3,3,3,3
Maldives,MDV,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,4,4,4,3.5,3,3,3,3,3,3,3,3,3,3
Maldives,MDV,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,2.5,2.5,2,2,2,2,1.5,1.5,1.5,1.5,2,2.5,2.5
Maldives,MDV,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,4,4,4,4,4,4,4,4.5,4.5,4,4,3.5,3.5,3.5
Maldives,MDV,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,3.5,3,3,2.5,2.5,2.5,2.5,2.5,2.5,3,3,3,3,3
Maldives,MDV,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.9,3.9,3.9,3.9,3.8,3.9,3.9,3.9,3.9,3.7,3.6,3.6,3.5,3.5
Maldives,MDV,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,4,4,4,4,4,4,4,4,4,4,3.5,3.5,3,3
Maldives,MDV,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,4,4,4,4,4,3.5,3.5,3.5,3,3,3,3,3,3
Maldives,MDV,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6,3.5,3.5,3.5,3.5,3.5,3.4,3.4,3.2,3.2,3.1,3.1,3,3
Maldives,MDV,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,3,3,3,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5
Maldives,MDV,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,4,4,4,4,3.5,3.5,3.5,3.5,3,3,3,3,3,3
Maldives,MDV,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,3.5,3.5,3.5,3.5,3.5
Maldives,MDV,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,4,4,4,3.8,3.666666667,3.666666667,3.666666667,3.666666667,3.666666667,3.66667,3.5,3.5,3.5,3.5
Maldives,MDV,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Maldives,MDV,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3,2.5,2.5,2.5,3,3,3,3,3,3,3,3,2.5,2.5
Maldives,MDV,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.833333333,3.6,3.558333333,3.4,3.366666667,3.35,3.325,3.283333333,3.233333333,3.225,3.13333,3.175,3.166666667,3.166666667
Marshall Islands,MHL,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3
Marshall Islands,MHL,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2
Marshall Islands,MHL,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,NA,NA,NA,NA,NA,NA,2.333333333,2.333333333,2.333333333,2.33333,2.333333333,2.33333,2.333333333,2.5
Marshall Islands,MHL,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2
Marshall Islands,MHL,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,NA,NA,NA,NA,NA,NA,2.5,2.5,2,2,2,2,2,2
Marshall Islands,MHL,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2.5
Marshall Islands,MHL,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3
Marshall Islands,MHL,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3
Marshall Islands,MHL,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,NA,NA,NA,NA,NA,NA,2.7,2.6,2.6,2.6,2.6,2.6,2.6,2.6
Marshall Islands,MHL,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,3,3
Marshall Islands,MHL,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Marshall Islands,MHL,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,NA,NA,NA,NA,NA,NA,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8
Marshall Islands,MHL,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Marshall Islands,MHL,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,NA,NA,NA,NA,NA,NA,2,2,2,3,2,2,2,2
Marshall Islands,MHL,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,NA,NA,NA,NA,NA,NA,2.5,2,2,2,2,2,2,2
Marshall Islands,MHL,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,NA,NA,NA,NA,NA,NA,3,3,2.833333333,2.83333,2.666666667,2.66667,2.666666667,2.5
Marshall Islands,MHL,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,NA,NA,NA,NA,NA,NA,4,4,4,4,3.5,3.5,3.5,3
Marshall Islands,MHL,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Marshall Islands,MHL,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,NA,NA,NA,NA,NA,NA,2.708333333,2.683333333,2.641666667,2.64167,2.6,2.6,2.6,2.6
Mali,MLI,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3
Mali,MLI,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,4.5,4.5,4.5,4.5,4.5,4,4,3.5,3.5,3.5,4,4,4,4
Mali,MLI,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,4.333333333,4.333333333,4.333333333,4.3,4.333333333,4.166666667,4.166666667,3.833333333,3.833333333,3.666666667,3.83333,3.833333333,4,4
Mali,MLI,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,4,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3.5,3.5,3.5,3.5,4,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Mali,MLI,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,4,4,4,4,4,4,4,4,4,3.5,3.5,3.5,4,4
Mali,MLI,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,2.5,2.5,2.5,2.5
Mali,MLI,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4,4,4,4
Mali,MLI,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.4,3.4,3.5,3.4,3.4,3.5,3.6,3.2,3.2,3.3,3.2,3.1,3.1,3.1
Mali,MLI,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,3,3,3.5,3,3,3,3.5,3.5,3.5,4,4,3.5,3.5,3.5
Mali,MLI,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Mali,MLI,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.6,3.5,3.5,3.4,3.4,3.4,3.3,3,3,3,3,3,3,3
Mali,MLI,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3,3,3,3,3,3,3,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Mali,MLI,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3
Mali,MLI,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mali,MLI,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Mali,MLI,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3,3,3,3,3,3
Mali,MLI,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,3.708333333,3.683333333,3.708333333,3.7,3.658333333,3.641666667,3.641666667,3.383333333,3.383333333,3.366666667,3.38333,3.358333333,3.4,3.4
Myanmar,MMR,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,3.5,3.5,3,3
Myanmar,MMR,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5
Myanmar,MMR,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4
Myanmar,MMR,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3.666666667,3.66667,3.66667,3.66667,3.666666667,3.666666667
Myanmar,MMR,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3.5,3.5,3.5,3.5
Myanmar,MMR,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5
Myanmar,MMR,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,3
Myanmar,MMR,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,3.5,3.5,3.5
Myanmar,MMR,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3
Myanmar,MMR,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,3.5,3.5,3.5
Myanmar,MMR,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.6,2.8,2.8,2.8,2.6,2.6
Myanmar,MMR,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2.5
Myanmar,MMR,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,2.5,2.5,2.5,2.5,2
Myanmar,MMR,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.7,2.9,3,3,2.9,2.8
Myanmar,MMR,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3,3.5,3.5,3.5,3.5,3.5
Myanmar,MMR,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,2.5,2.5,2.5,2.5
Myanmar,MMR,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2,2.5,2.5,2.5,2,2
Myanmar,MMR,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.833333333,2.83333,2.83333,2.83333,2.833333333,3
Myanmar,MMR,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.5,3.5,3.5,3.5,3.5
Myanmar,MMR,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3,3,3,2.5,2.5
Myanmar,MMR,IDA resource allocation index (1=low to 6=high),IQ.CPA.IRAI.XQ,NA,NA,NA,NA,NA,NA,NA,NA,2.95,3.05,3.075,3.075,3,3.016666667
Mongolia,MNG,CPIA building human resources rating (1=low to 6=high),IQ.CPA.HRES.XQ,3.5,3.5,3.5,4,4,3.5,4,4,4,4,4,4,4,4
Mongolia,MNG,CPIA business regulatory environment rating (1=low to 6=high),IQ.CPA.BREG.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA debt policy rating (1=low to 6=high),IQ.CPA.DEBT.XQ,3,3,3,3,3,3.5,4,4,3.5,3,3,2.5,2.5,3
Mongolia,MNG,CPIA economic management cluster average (1=low to 6=high),IQ.CPA.ECON.XQ,3.5,3.333333333,3.166666667,2.8,3.166666667,3.333333333,3.5,3.333333333,3,2.66667,2.833333333,2.5,2.833333333,3.166666667
Mongolia,MNG,CPIA efficiency of revenue mobilization rating (1=low to 6=high),IQ.CPA.REVN.XQ,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA equity of public resource use rating (1=low to 6=high),IQ.CPA.PRES.XQ,3.5,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4
Mongolia,MNG,CPIA financial sector rating (1=low to 6=high),IQ.CPA.FINS.XQ,3,3,3,2.5,2,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
Mongolia,MNG,CPIA fiscal policy rating (1=low to 6=high),IQ.CPA.FISP.XQ,3.5,3,3,2.5,3,3,3,2.5,2.5,2,2.5,2,2.5,3
Mongolia,MNG,CPIA gender equality rating (1=low to 6=high),IQ.CPA.GNDR.XQ,3.5,3.5,3.5,3.5,3.5,3.5,4,4,4,4,4,4,4,4
Mongolia,MNG,CPIA macroeconomic management rating (1=low to 6=high),IQ.CPA.MACR.XQ,4,4,3.5,3,3.5,3.5,3.5,3.5,3,3,3,3,3.5,3.5
Mongolia,MNG,CPIA policies for social inclusion/equity cluster average (1=low to 6=high),IQ.CPA.SOCI.XQ,3.3,3.2,3.4,3.5,3.5,3.4,3.6,3.7,3.7,3.7,3.7,3.7,3.7,3.8
Mongolia,MNG,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),IQ.CPA.ENVR.XQ,2.5,2.5,3,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA property rights and rule-based governance rating (1=low to 6=high),IQ.CPA.PROP.XQ,3,3,3,3,3,3,3.5,3,3,3,3,3,3,3
Mongolia,MNG,CPIA public sector management and institutions cluster average (1=low to 6=high),IQ.CPA.PUBS.XQ,3.3,3.3,3.4,3.3,3.4,3.4,3.5,3.4,3.4,3.3,3.4,3.3,3.3,3.2
Mongolia,MNG,CPIA quality of budgetary and financial management rating (1=low to 6=high),IQ.CPA.FINQ.XQ,4,4,4,4,4,4,3.5,3.5,3.5,3,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA quality of public administration rating (1=low to 6=high),IQ.CPA.PADM.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3,3.5,3,3,3
Mongolia,MNG,CPIA social protection rating (1=low to 6=high),IQ.CPA.PROT.XQ,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5
Mongolia,MNG,CPIA structural policies cluster average (1=low to 6=high),IQ.CPA.STRC.XQ,3.666666667,3.666666667,3.666666667,3.5,3.333333333,3.5,3.333333333,3.333333333,3.333333333,3.33333,3.166666667,3.33333,3.333333333,3.333333333
Mongolia,MNG,CPIA trade rating (1=low to 6=high),IQ.CPA.TRAD.XQ,4.5,4.5,4.5,4.5,4.5,4.5,4,4,4,4,3.5,4,4,4
Mongolia,MNG,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",IQ.CPA.TRAN.XQ,2.5,2.5,3,3,3,3,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3
